"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 03/08/2018. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 5,575 Crashes containing 8,263 Units and 10,045 Persons"

"Query Filters:"
"Crash Year Is Equal To 2018"
"  Crash Location is All of Texas"

"Managed Filters:"
"Speed Related Crashes"

"Crash ID","Agency","City","County","Crash Death Count","Crash Severity","Crash Time","Crash Total Injury Count","Crash Year","Day of Week","Latitude","Longitude","Manner of Collision","Population Group","Road Class","Speed Limit","Weather Condition","Vehicle Color","Person Age","Person Ethnicity","Person Gender","Person Type"
"16232993","Department Of Public Safety, State Of Texas","Goldsmith","Ector","0","Incapacitating Injury","1550","1","2018","Sunday","31.98138237","-102.61268616","One Motor Vehicle - Turning Right","Town Under 2,499 Pop","US & State Highways","75","Clear","Silver","34","White","Male","Driver Of Motorcycle Type Vehicle"
"16233361","Austin Police Department","Austin","Travis","0","Incapacitating Injury","0239","1","2018","Sunday","30.27800839","-97.73016844","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Cloudy","Black","23","Hispanic","Male","Driver"
"16233361","Austin Police Department","Austin","Travis","0","Incapacitating Injury","0239","1","2018","Sunday","30.27800839","-97.73016844","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Cloudy","Blue","27","Hispanic","Male","Driver"
"16233361","Austin Police Department","Austin","Travis","0","Incapacitating Injury","0239","1","2018","Sunday","30.27800839","-97.73016844","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Cloudy","Blue","28","Hispanic","Male","Passenger/Occupant"
"16233361","Austin Police Department","Austin","Travis","0","Incapacitating Injury","0239","1","2018","Sunday","30.27800839","-97.73016844","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Cloudy","White","28","Hispanic","Female","Driver"
"16233361","Austin Police Department","Austin","Travis","0","Incapacitating Injury","0239","1","2018","Sunday","30.27800839","-97.73016844","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Cloudy","Black","29","Hispanic","Male","Driver"
"16234494","New Braunfels Police Department","New Braunfels","Guadalupe","0","Non-Incapacitating Injury","2343","1","2018","Sunday","29.66729339","-98.11739581","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","City Street","35","Clear","Black","50","White","Male","Driver"
"16234610","Department Of Public Safety, State Of Texas","Rural Grayson County","Grayson","0","Possible Injury","2330","1","2018","Sunday","33.87054904","-96.65521854","One Motor Vehicle - Going Straight","Rural","County Road","35","Clear","Blue","60","White","Female","Driver"
"16234653","Department Of Public Safety, State Of Texas","Rural Nacogdoches County","Nacogdoches","0","Non-Incapacitating Injury","1528","1","2018","Sunday","31.68192611","-94.54339829","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Clear","Maroon","43","Black","Male","Driver"
"16235027","Department Of Public Safety, State Of Texas","Rural Parker County","Parker","0","Not Injured","0720","0","2018","Sunday","32.70145317","-97.77070828","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Fog","White","37","White","Female","Driver"
"16235135","Fort Worth Police Department","Fort Worth","Tarrant","0","Not Injured","1440","0","2018","Sunday","32.74609428","-97.30325244","Same Direction - Both Going Straight-Rear End","250,000 Pop And Over","City Street","45","Clear","Brown","51","Hispanic","Male","Driver"
"16235135","Fort Worth Police Department","Fort Worth","Tarrant","0","Not Injured","1440","0","2018","Sunday","32.74609428","-97.30325244","Same Direction - Both Going Straight-Rear End","250,000 Pop And Over","City Street","45","Clear","White","71","White","Female","Driver"
"16235135","Fort Worth Police Department","Fort Worth","Tarrant","0","Not Injured","1440","0","2018","Sunday","32.74609428","-97.30325244","Same Direction - Both Going Straight-Rear End","250,000 Pop And Over","City Street","45","Clear","White","47","White","Female","Passenger/Occupant"
"16235224","Department Of Public Safety, State Of Texas","Rural Burleson County","Burleson","0","Non-Incapacitating Injury","0655","2","2018","Sunday","30.38720213","-96.68820715","One Motor Vehicle - Going Straight","Rural","Farm To Market","65","Fog","Black","45","White","Male","Driver"
"16235224","Department Of Public Safety, State Of Texas","Rural Burleson County","Burleson","0","Non-Incapacitating Injury","0655","2","2018","Sunday","30.38720213","-96.68820715","One Motor Vehicle - Going Straight","Rural","Farm To Market","65","Fog","Black","60","White","Female","Passenger/Occupant"
"16236210","Department Of Public Safety, State Of Texas","Rural Wood County","Wood","0","Not Injured","1716","0","2018","Sunday","32.59845524","-95.25821238","One Motor Vehicle - Turning Right","Rural","US & State Highways","70","Clear","Black","27","Black","Male","Driver"
"16236280","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Possible Injury","0840","1","2018","Sunday","32.31983952","-95.40397452","One Motor Vehicle - Going Straight","Rural","County Road","40","Cloudy","White","18","Hispanic","Female","Driver"
"16236311","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","0715","0","2018","Sunday","32.43974179","-95.42346662","One Motor Vehicle - Going Straight","Rural","US & State Highways","60","Cloudy","Green","31","White","Female","Driver"
"16236770","Department Of Public Safety, State Of Texas","Sanger","Denton","0","Not Injured","2105","0","2018","Sunday","33.37382416","-97.12325051","One Motor Vehicle - Going Straight","5,000 - 9,999 Pop","Farm To Market","55","Clear","Black","31","White","Female","Driver"
"16236794","Brenham Police Department","Brenham","Washington","0","Possible Injury","0455","1","2018","Sunday","30.16217507","-96.42296763","One Motor Vehicle - Turning Left","10,000 - 24,999 Pop","US & State Highways","-1","Fog","Silver","38","Black","Male","Driver"
"16237455","Department Of Public Safety, State Of Texas","Rural Montgomery County","Montgomery","0","Not Injured","1245","0","2018","Sunday","30.35741867","-95.77679959","One Motor Vehicle - Going Straight","Rural","Farm To Market","50","Cloudy","Gray","18","Black","Male","Driver"
"16237621","Department Of Public Safety, State Of Texas","Rural Cherokee County","Cherokee","0","Not Injured","0600","0","2018","Sunday","31.76728574","-95.25484202","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Rain","Silver","46","White","Male","Driver"
"16237932","Harris County Sheriff's Office","Rural Harris County","Harris","1","Killed","2059","0","2018","Sunday","29.83875549","-95.2212731","Angle - One Straight-One Left Turn","Rural","County Road","30","Clear","White","42","Hispanic","Male","Driver"
"16237932","Harris County Sheriff's Office","Rural Harris County","Harris","1","Killed","2059","0","2018","Sunday","29.83875549","-95.2212731","Angle - One Straight-One Left Turn","Rural","County Road","30","Clear","White","41","White","Male","Driver"
"16238044","Converse Police Department","Converse","Bexar","0","Not Injured","1701","0","2018","Sunday","29.50255037","-98.28852206","Same Direction - One Straight-One Stopped","10,000 - 24,999 Pop","US & State Highways","60","Clear","White","18","White","Male","Driver"
"16238044","Converse Police Department","Converse","Bexar","0","Not Injured","1701","0","2018","Sunday","29.50255037","-98.28852206","Same Direction - One Straight-One Stopped","10,000 - 24,999 Pop","US & State Highways","60","Clear","Blue","16","Other","Male","Driver"
"16238044","Converse Police Department","Converse","Bexar","0","Not Injured","1701","0","2018","Sunday","29.50255037","-98.28852206","Same Direction - One Straight-One Stopped","10,000 - 24,999 Pop","US & State Highways","60","Clear","Blue","59","Hispanic","Female","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","No Data","30","White","Female","Driver"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","No Data","7","White","Male","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","No Data","8","White","Male","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","White","45","White","Female","Driver"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","White","17","White","Female","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","White","67","White","Female","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","White","19","White","Female","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","Tan","64","White","Male","Driver"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","Tan","67","White","Male","Passenger/Occupant"
"16238094","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0943","1","2018","Sunday","29.49403191","-98.70477295","Same Direction - One Straight-One Stopped","250,000 Pop And Over","Farm To Market","45","Clear","Maroon","19","White","Female","Driver"
"16238304","Waller County Sheriff's Office","Rural Waller County","Waller","0","Not Injured","0422","0","2018","Sunday","29.77999286","-95.99947998","One Motor Vehicle - Going Straight","Rural","Interstate","65","Fog","Blue","28","Black","Male","Driver"
"16238304","Waller County Sheriff's Office","Rural Waller County","Waller","0","Not Injured","0422","0","2018","Sunday","29.77999286","-95.99947998","One Motor Vehicle - Going Straight","Rural","Interstate","65","Fog","Blue","31","Black","Male","Passenger/Occupant"
"16238773","Department Of Public Safety, State Of Texas","Rural Shelby County","Shelby","0","Non-Incapacitating Injury","1640","1","2018","Sunday","31.68167886","-94.00634734","One Motor Vehicle - Going Straight","Rural","County Road","60","Clear","Black","29","White","Male","Driver"
"16239068","Department Of Public Safety, State Of Texas","Rural Jack County","Jack","0","Incapacitating Injury","0710","3","2018","Sunday","33.19007111","-98.13510895","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Fog","Gold","21","White","Male","Driver"
"16239068","Department Of Public Safety, State Of Texas","Rural Jack County","Jack","0","Incapacitating Injury","0710","3","2018","Sunday","33.19007111","-98.13510895","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Fog","No Data","60","White","Male","Pedestrian"
"16239068","Department Of Public Safety, State Of Texas","Rural Jack County","Jack","0","Incapacitating Injury","0710","3","2018","Sunday","33.19007111","-98.13510895","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Fog","No Data","48","White","Male","Pedestrian"
"16239119","Department Of Public Safety, State Of Texas","Rural Jack County","Jack","0","Not Injured","0625","0","2018","Sunday","33.19007111","-98.13510895","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Fog","Yellow","47","White","Male","Driver"
"16239268","Nacogdoches Police Department","Nacogdoches","Nacogdoches","0","Not Injured","1505","0","2018","Sunday","31.59062899","-94.68144514","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","US & State Highways","65","Clear","Gray","28","White","Male","Driver"
"16239268","Nacogdoches Police Department","Nacogdoches","Nacogdoches","0","Not Injured","1505","0","2018","Sunday","31.59062899","-94.68144514","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","US & State Highways","65","Clear","Gray","17","White","Male","Passenger/Occupant"
"16239268","Nacogdoches Police Department","Nacogdoches","Nacogdoches","0","Not Injured","1505","0","2018","Sunday","31.59062899","-94.68144514","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","US & State Highways","65","Clear","Gray","20","White","Male","Passenger/Occupant"
"16239430","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Not Injured","0930","0","2018","Sunday","29.51880192","-98.81746732","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Clear","White","21","Hispanic","Male","Driver"
"16239433","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Non-Incapacitating Injury","0800","2","2018","Sunday","29.33596576","-99.08253356","One Motor Vehicle - Going Straight","Rural","County Road","55","Clear","Gray","29","Hispanic","Male","Driver"
"16239433","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Non-Incapacitating Injury","0800","2","2018","Sunday","29.33596576","-99.08253356","One Motor Vehicle - Going Straight","Rural","County Road","55","Clear","Gray","28","Hispanic","Female","Passenger/Occupant"
"16239433","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Non-Incapacitating Injury","0800","2","2018","Sunday","29.33596576","-99.08253356","One Motor Vehicle - Going Straight","Rural","County Road","55","Clear","Gray","9","Black","Female","Passenger/Occupant"
"16239433","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Non-Incapacitating Injury","0800","2","2018","Sunday","29.33596576","-99.08253356","One Motor Vehicle - Going Straight","Rural","County Road","55","Clear","Gray","9","Hispanic","Male","Passenger/Occupant"
"16239433","Department Of Public Safety, State Of Texas","Rural Medina County","Medina","0","Non-Incapacitating Injury","0800","2","2018","Sunday","29.33596576","-99.08253356","One Motor Vehicle - Going Straight","Rural","County Road","55","Clear","Gray","2","Hispanic","Female","Passenger/Occupant"
"16240290","Garland Police Department","Garland","Dallas","0","Unknown","0400","0","2018","Sunday","No Data","No Data","One Motor Vehicle - Going Straight","100,000 - 249,999 Pop","Non Trafficway","10","Clear","White","No Data","Unknown","Unknown","Driver"
"16240381","Lavon Police Department","Lavon","Collin","0","Non-Incapacitating Injury","0232","1","2018","Sunday","33.02647298","-96.44083048","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","City Street","40","Fog","White","23","White","Female","Driver"
"16241227","Department Of Public Safety, State Of Texas","Rural Walker County","Walker","0","Not Injured","1600","0","2018","Sunday","30.75169887","-95.40938678","One Motor Vehicle - Going Straight","Rural","County Road","35","Cloudy","Silver","21","White","Male","Driver"
"16241458","Cedar Hill Police Department","Cedar Hill","Dallas","0","Incapacitating Injury","2152","2","2018","Sunday","32.5976143","-96.93291254","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","City Street","30","Clear","Blue","25","Other","Male","Driver"
"16241458","Cedar Hill Police Department","Cedar Hill","Dallas","0","Incapacitating Injury","2152","2","2018","Sunday","32.5976143","-96.93291254","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","City Street","30","Clear","Blue","23","White","Female","Passenger/Occupant"
"16241495","Irving Police Department","Irving","Dallas","0","Not Injured","2309","0","2018","Sunday","32.82846975","-96.95269959","One Motor Vehicle - Going Straight","100,000 - 249,999 Pop","City Street","30","Cloudy","White","23","Hispanic","Female","Driver"
"16241617","Jacksonville Police Department","Jacksonville","Cherokee","0","Incapacitating Injury","0951","1","2018","Sunday","31.97384025","-95.25868772","One Motor Vehicle - Going Straight","10,000 - 24,999 Pop","City Street","30","Cloudy","Red","62","White","Female","Driver"
"16242176","El Paso Police Department","El Paso","El Paso","0","Not Injured","2320","0","2018","Sunday","31.79919249","-106.26818178","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","65","Clear","Black","19","Black","Male","Driver"
"16242340","Bexar County Law Enforcement","Rural Bexar County","Bexar","0","Possible Injury","0010","2","2018","Sunday","29.48664497","-98.72415225","Same Direction - One Straight-One Stopped","Rural","City Street","45","Clear","Gray","60","Hispanic","Male","Driver"
"16242340","Bexar County Law Enforcement","Rural Bexar County","Bexar","0","Possible Injury","0010","2","2018","Sunday","29.48664497","-98.72415225","Same Direction - One Straight-One Stopped","Rural","City Street","45","Clear","White","47","Black","Male","Driver"
"16242340","Bexar County Law Enforcement","Rural Bexar County","Bexar","0","Possible Injury","0010","2","2018","Sunday","29.48664497","-98.72415225","Same Direction - One Straight-One Stopped","Rural","City Street","45","Clear","White","32","Black","Female","Passenger/Occupant"
"16242340","Bexar County Law Enforcement","Rural Bexar County","Bexar","0","Possible Injury","0010","2","2018","Sunday","29.48664497","-98.72415225","Same Direction - One Straight-One Stopped","Rural","City Street","45","Clear","White","0","Black","Male","Passenger/Occupant"
"16242403","Department Of Public Safety, State Of Texas","Rural Montgomery County","Montgomery","0","Not Injured","0200","0","2018","Sunday","30.19293816","-95.19907206","One Motor Vehicle - Going Straight","Rural","US & State Highways","60","Fog","Green","22","White","Male","Driver"
"16242695","Department Of Public Safety, State Of Texas","Rural Johnson County","Johnson","0","Not Injured","0743","0","2018","Sunday","32.45883421","-97.31437222","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Rain","Silver","24","White","Female","Driver"
"16243589","Department Of Public Safety, State Of Texas","Cut and Shoot","Montgomery","0","Possible Injury","1310","1","2018","Sunday","30.34283026","-95.34685504","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","County Road","30","Cloudy","Black","31","White","Male","Driver"
"16243589","Department Of Public Safety, State Of Texas","Cut and Shoot","Montgomery","0","Possible Injury","1310","1","2018","Sunday","30.34283026","-95.34685504","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","County Road","30","Cloudy","White","83","White","Male","Driver"
"16243589","Department Of Public Safety, State Of Texas","Cut and Shoot","Montgomery","0","Possible Injury","1310","1","2018","Sunday","30.34283026","-95.34685504","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","County Road","30","Cloudy","White","80","White","Female","Passenger/Occupant"
"16244152","Department Of Public Safety, State Of Texas","Rural Camp County","Camp","0","Unknown","0632","0","2018","Sunday","32.91745525","-94.80485987","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Rain","White","54","Hispanic","Male","Driver"
"16244356","Department Of Public Safety, State Of Texas","Rural Fayette County","Fayette","0","Not Injured","0907","0","2018","Sunday","29.8933966","-96.86794758","Opposite Direction - Both Going Straight","Rural","US & State Highways","30","Fog","Blue","20","White","Female","Driver"
"16244356","Department Of Public Safety, State Of Texas","Rural Fayette County","Fayette","0","Not Injured","0907","0","2018","Sunday","29.8933966","-96.86794758","Opposite Direction - Both Going Straight","Rural","US & State Highways","30","Fog","White","72","White","Male","Driver"
"16244494","Harris County Constable Precinct 5","Rural Harris County","Harris","0","Not Injured","1645","0","2018","Sunday","29.75894377","-95.71846282","Same Direction - Both Going Straight-Rear End","Rural","County Road","35","Clear","Red","No Data","Unknown","Male","Driver"
"16244494","Harris County Constable Precinct 5","Rural Harris County","Harris","0","Not Injured","1645","0","2018","Sunday","29.75894377","-95.71846282","Same Direction - Both Going Straight-Rear End","Rural","County Road","35","Clear","Silver","68","White","Female","Driver"
"16244494","Harris County Constable Precinct 5","Rural Harris County","Harris","0","Not Injured","1645","0","2018","Sunday","29.75894377","-95.71846282","Same Direction - Both Going Straight-Rear End","Rural","County Road","35","Clear","Silver","No Data","White","Male","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Gold","29","Hispanic","Male","Driver"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Gold","30","Hispanic","Female","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Gold","27","Hispanic","Male","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Black","49","Black","Female","Driver"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Black","20","White","Male","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Black","32","White","Male","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Black","24","White","Male","Passenger/Occupant"
"16245541","Dallas Police Department","Dallas","Dallas","0","Incapacitating Injury","0213","8","2018","Sunday","32.74115426","-96.83214256","Angle - Both Going Straight","250,000 Pop And Over","City Street","30","Cloudy","Black","23","Hispanic","Male","Passenger/Occupant"
"16245548","Harris County Constable Precinct 4","Rural Harris County","Harris","0","Not Injured","0110","0","2018","Sunday","29.93756477","-95.49792305","One Motor Vehicle - Going Straight","Rural","City Street","50","Fog","Black","40","Black","Male","Driver"
"16245767","Department Of Public Safety, State Of Texas","Rural Guadalupe County","Guadalupe","0","Non-Incapacitating Injury","2318","1","2018","Sunday","29.65427085","-98.08223362","One Motor Vehicle - Going Straight","Rural","Farm To Market","50","Clear","Tan","25","White","Male","Driver Of Motorcycle Type Vehicle"
"16245804","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","0210","0","2018","Sunday","32.389816","-95.26767198","One Motor Vehicle - Turning Left","Rural","US & State Highways","45","Other (Explain In Narrative)","White","18","Hispanic","Female","Driver"
"16245804","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","0210","0","2018","Sunday","32.389816","-95.26767198","One Motor Vehicle - Turning Left","Rural","US & State Highways","45","Other (Explain In Narrative)","White","18","Hispanic","Male","Passenger/Occupant"
"16245855","Department Of Public Safety, State Of Texas","Leary","Bowie","1","Killed","0105","0","2018","Sunday","33.46960161","-94.22063189","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","Farm To Market","55","Rain","White","56","Black","Male","Driver"
"16246482","Department Of Public Safety, State Of Texas","Rural Cameron County","Cameron","0","Not Injured","0535","0","2018","Sunday","25.97055847","-97.48234718","One Motor Vehicle - Going Straight","Rural","City Street","30","Cloudy","White","17","Hispanic","Male","Driver"
"16246955","Department Of Public Safety, State Of Texas","Rural Montgomery County","Montgomery","0","Not Injured","0130","0","2018","Sunday","30.27827878","-95.70742251","One Motor Vehicle - Going Straight","Rural","Farm To Market","60","Cloudy","Silver","27","Black","Male","Driver"
"16247384","Department Of Public Safety, State Of Texas","Rural Midland County","Midland","0","Not Injured","0614","0","2018","Sunday","32.05686067","-102.03167891","One Motor Vehicle - Going Straight","Rural","US & State Highways","60","Clear","Tan","28","Black","Male","Driver"
"16247444","Houston Police Department","Houston","Harris","0","Not Injured","2245","0","2018","Sunday","No Data","No Data","Same Direction - Both Going Straight-Sideswipe","250,000 Pop And Over","Interstate","65","Clear","Unknown","No Data","Unknown","Unknown","Driver"
"16247444","Houston Police Department","Houston","Harris","0","Not Injured","2245","0","2018","Sunday","No Data","No Data","Same Direction - Both Going Straight-Sideswipe","250,000 Pop And Over","Interstate","65","Clear","Green","38","White","Male","Driver"
"16247961","Department Of Public Safety, State Of Texas","Rural Bosque County","Bosque","0","Not Injured","1757","0","2018","Sunday","31.819592","-97.38554699","One Motor Vehicle - Turning Left","Rural","Farm To Market","60","Clear","Gray","19","White","Male","Driver"
"16247961","Department Of Public Safety, State Of Texas","Rural Bosque County","Bosque","0","Not Injured","1757","0","2018","Sunday","31.819592","-97.38554699","One Motor Vehicle - Turning Left","Rural","Farm To Market","60","Clear","Gray","46","White","Female","Passenger/Occupant"
"16247961","Department Of Public Safety, State Of Texas","Rural Bosque County","Bosque","0","Not Injured","1757","0","2018","Sunday","31.819592","-97.38554699","One Motor Vehicle - Turning Left","Rural","Farm To Market","60","Clear","Gray","16","White","Female","Passenger/Occupant"
"16247961","Department Of Public Safety, State Of Texas","Rural Bosque County","Bosque","0","Not Injured","1757","0","2018","Sunday","31.819592","-97.38554699","One Motor Vehicle - Turning Left","Rural","Farm To Market","60","Clear","Gray","16","White","Female","Passenger/Occupant"
"16248453","Department Of Public Safety, State Of Texas","Rural Taylor County","Taylor","0","Non-Incapacitating Injury","1314","1","2018","Sunday","32.36105143","-99.86354509","One Motor Vehicle - Going Straight","Rural","US & State Highways","65","Clear","White","24","White","Male","Driver"
"16248666","Department Of Public Safety, State Of Texas","Rural Yoakum County","Yoakum","0","Not Injured","1733","0","2018","Sunday","33.12333584","-102.9941211","One Motor Vehicle - Turning Left","Rural","US & State Highways","75","Blowing Sand/Snow","White","18","White","Male","Driver"
"16248673","Lubbock Police Department","Lubbock","Lubbock","0","Unknown","0242","0","2018","Sunday","33.54874434","-101.88339127","One Motor Vehicle - Turning Right","100,000 - 249,999 Pop","City Street","30","Clear","Tan","No Data","Unknown","Unknown","Driver"
"16248799","Department Of Public Safety, State Of Texas","Rural Palo Pinto County","Palo Pinto","0","Not Injured","0700","0","2018","Sunday","32.75567181","-98.06691933","One Motor Vehicle - Going Straight","Rural","Farm To Market","60","Fog","Blue","23","White","Male","Driver"
"16249507","Bee Cave Police Department","Bee Cave","Travis","0","Incapacitating Injury","0758","1","2018","Sunday","30.30621303","-97.93889944","One Motor Vehicle - Going Straight","2,500 - 4,999 Pop","US & State Highways","55","Fog","Red","26","White","Male","Driver"
"16251427","Keene Police Department","Rural Johnson County","Johnson","0","Not Injured","1546","0","2018","Sunday","32.42681057","-97.31835802","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Clear","Silver","31","White","Female","Driver"
"16251427","Keene Police Department","Rural Johnson County","Johnson","0","Not Injured","1546","0","2018","Sunday","32.42681057","-97.31835802","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Clear","Silver","22","White","Female","Passenger/Occupant"
"16252451","Department Of Public Safety, State Of Texas","Rural Henderson County","Henderson","0","Possible Injury","0030","1","2018","Sunday","32.0601601","-95.67740724","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Rain","White","25","White","Male","Driver"
"16252451","Department Of Public Safety, State Of Texas","Rural Henderson County","Henderson","0","Possible Injury","0030","1","2018","Sunday","32.0601601","-95.67740724","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Rain","White","23","White","Male","Passenger/Occupant"
"16253841","Comal County Sheriff's Office","Rural Comal County","Comal","0","Non-Incapacitating Injury","2007","1","2018","Sunday","29.84685488","-98.21013237","One Motor Vehicle - Turning Left","Rural","County Road","30","Clear","White","37","White","Male","Driver"
"16253950","Department Of Public Safety, State Of Texas","Rural Hays County","Hays","1","Killed","0020","0","2018","Sunday","30.23463544","-98.07218648","One Motor Vehicle - Going Straight","Rural","Farm To Market","60","Cloudy","Black","35","White","Male","Driver"
"16254831","Department Of Public Safety, State Of Texas","Rural Dickens County","Dickens","0","Non-Incapacitating Injury","1410","1","2018","Sunday","33.65630028","-100.95159968","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Clear","Gray","19","White","Female","Driver"
"16255783","Lubbock Police Department","Lubbock","Lubbock","0","Unknown","1824","0","2018","Sunday","33.60809433","-101.82917127","One Motor Vehicle - Going Straight","100,000 - 249,999 Pop","City Street","30","Clear","Red","52","Hispanic","Male","Driver"
"16256590","Department Of Public Safety, State Of Texas","Rural Nueces County","Nueces","0","Not Injured","0000","0","2018","Sunday","27.75862717","-97.53789912","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Fog","Black","37","Hispanic","Male","Driver"
